"","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","b","tau","e","Y_0","Y_1","A","Y"
"1",-1.25774675539288,-0.544153988296332,-0.0930931063675845,-1.59236126161973,0.433711682864042,-0.412803753607069,0.0342837196424662,1.41017631851959,1.95668394709004,0.300020298318949,-1.00682958801761,0.996182085717509,0.0104539646284866,-0.0209079292569732,0.103289565793415,0.142035758941739,-0.0366294891810072,0,0.142035758941739
"2",-0.388768965996596,2.28000001227258,-0.459117787839565,-0.88331164264698,1.72820915098874,-0.319693641543439,-0.0297675333642495,-0.416023706336147,-0.597102405046945,1.21437986306157,1.42654961842612,-2.2763965713139,1.17304304561567,-0.470944927659267,0.336351505966012,1.46407164609623,0.796989674352339,0,1.46407164609623
"3",0.595792294472449,-1.66591668979426,-1.14134461190946,0.504504608484997,-1.49249575331072,-1.05907462383106,-1.1400587869073,-0.0138439256122535,-0.262911272793014,-0.755810168800405,-1.5275384691334,1.46984554851677,0,0,0.00815098917922747,0.133434260701928,-0.00319503287085927,0,0.133434260701928
"4",-0.586288143220827,-0.574583772804928,0.823473830774159,-1.81593296500432,-0.121993873365999,1.25723724071476,1.55517553645909,1.11704962127879,-1.28121612631877,0.508163378527598,-0.0228091140081461,-0.0423442668678543,0.567621683674379,-1.13524336734876,0.180099075895244,1.05290291724082,-0.156466890900061,0,1.05290291724082
"5",2.11215892192471,-0.586864621246881,0.78835663592891,-1.6188568968413,-0.681478558374142,-0.636262850782987,-2.06373191772758,0.119078770147651,-0.0842497414529924,0.637477052886083,1.90634257910094,0.708431529847324,0,0,0.252888270512505,-0.034490778573018,0.0961580083941305,0,-0.034490778573018
"6",-0.094244064478857,0.583747980543102,0.5967821894818,-1.21888052618719,-1.40670896235936,-0.0564724082466789,-1.15902608288477,-0.578488791072337,-0.040427923067307,-0.781596769519822,-0.462357031527219,-0.489863570079914,0,0,0.326136120000191,-0.0157411873560604,-0.119926730837977,0,-0.0157411873560604
"7",0.189688867466562,2.73381374283951,1.09671647969002,0.196790547731568,-0.0619036444394288,-0.379190337970583,-0.641029248952553,-0.809228074028939,-0.891032203749849,0.110877554235716,0.186110211640976,-0.69368076707333,2.01366038513055,4.0273207702611,0.521390508941602,0.015716429989247,4.07034871248421,1,4.07034871248421
"8",0.649067387849263,0.994921763247426,-0.00702020921344684,0.358606403289182,1.5948463118071,0.405432204404182,-1.38159451543145,0.844447194586158,-0.114193017867058,-1.30475914788962,-0.800892450286216,0.338948688889102,1.67339323676722,-0.65377055888812,0.394519368699661,1.98491182625096,1.18335222931354,0,1.98491182625096
"9",-1.55457196899078,-2.51831595801636,0.432453126447984,0.814416691067172,0.860511434833072,0.847462825019408,-2.29966746268492,-1.4316173092629,0.455917170492539,-0.442219275472899,2.10015699789049,0.161521624078099,0.85398712992624,-1.70797425985248,0.0339273811813742,1.80674099335216,0.16174999760823,0,1.80674099335216
"10",0.786941548036067,0.200944234054352,0.058967657403007,-0.589010247106628,-0.97822459440463,-0.520450684141186,-0.849227773780004,1.58763043402347,0.0891690642095708,-0.796434832998072,-0.757804769341905,-0.246419906930718,0,0,0.281299338138024,0.0241707221474126,0.0621405508481908,0,0.0241707221474126
